name,accuracy_score,precision_score,recall_score,f1_score,roc_auc_score
Logistic Regression,0.7166666666666667,0.7085727314181487,0.7166666666666667,0.7072491294713517,0.6710526315789473
Random Forest,0.6833333333333333,0.6738095238095239,0.6833333333333333,0.6754166666666667,0.6399521531100478
